Latitude (decimal degrees):	53.424
Longitude (decimal degrees):	-6.252
Elevation (m):	61
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230101:0011,0.0,0.0,0.0,0.0,6.2,2.76,0.0
20230101:0111,0.0,0.0,0.0,0.0,6.08,3.31,0.0
20230101:0211,0.0,0.0,0.0,0.0,6.01,4.21,0.0
20230101:0311,0.0,0.0,0.0,0.0,6.14,4.62,0.0
20230101:0411,0.0,0.0,0.0,0.0,6.15,4.55,0.0
20230101:0511,0.0,0.0,0.0,0.0,6.24,4.34,0.0
20230101:0611,0.0,0.0,0.0,0.0,6.24,4.07,0.0
20230101:0711,0.0,0.0,0.0,0.0,6.33,3.1,0.0
20230101:0811,0.0,0.0,0.0,0.0,6.12,3.45,0.0
20230101:0911,27.22,12.81,0.2,2.49,6.06,3.72,0.0
20230101:1011,7.8,43.38,0.63,7.99,6.14,4.21,0.0
20230101:1111,163.82,116.42,1.85,11.75,6.54,4.34,0.0
20230101:1211,0.0,48.49,0.7,13.47,7.03,4.34,0.0
20230101:1311,0.0,48.49,0.7,13.01,7.1,4.0,0.0
20230101:1411,0.0,41.97,0.6,10.4,6.91,3.52,0.0
20230101:1511,0.0,7.46,0.11,5.86,6.61,3.38,0.0
20230101:1611,0.0,0.0,0.0,0.0,6.03,3.03,0.0
20230101:1711,0.0,0.0,0.0,0.0,5.35,3.03,0.0
20230101:1811,0.0,0.0,0.0,0.0,4.7,3.1,0.0
20230101:1911,0.0,0.0,0.0,0.0,4.81,2.9,0.0
20230101:2011,0.0,0.0,0.0,0.0,4.34,2.76,0.0
20230101:2111,0.0,0.0,0.0,0.0,4.32,2.69,0.0
20230101:2211,0.0,0.0,0.0,0.0,3.96,2.9,0.0
20230101:2311,0.0,0.0,0.0,0.0,3.88,3.03,0.0
20230102:0011,0.0,0.0,0.0,0.0,3.93,3.24,0.0
20230102:0111,0.0,0.0,0.0,0.0,3.88,3.45,0.0
20230102:0211,0.0,0.0,0.0,0.0,3.88,3.66,0.0
20230102:0311,0.0,0.0,0.0,0.0,3.61,3.59,0.0
20230102:0411,0.0,0.0,0.0,0.0,3.4,3.45,0.0
20230102:0511,0.0,0.0,0.0,0.0,3.05,3.24,0.0
20230102:0611,0.0,0.0,0.0,0.0,2.67,3.17,0.0
20230102:0711,0.0,0.0,0.0,0.0,2.01,2.9,0.0
20230102:0811,0.0,0.0,0.0,0.0,1.65,2.9,0.0
20230102:0911,26.88,12.79,0.2,2.52,1.37,2.83,0.0
20230102:1011,240.39,85.03,1.43,8.04,1.81,2.76,0.0
20230102:1111,341.84,115.23,2.32,11.81,2.57,2.97,0.0
20230102:1211,390.25,126.06,2.73,13.56,3.29,2.76,0.0
20230102:1311,384.57,122.17,2.64,13.11,4.02,2.55,0.0
20230102:1411,313.23,103.31,2.01,10.51,4.49,2.48,0.0
20230102:1511,182.38,64.45,0.96,5.98,4.67,2.55,0.0
20230102:1611,0.0,0.0,0.0,0.0,4.17,3.03,0.0
20230102:1711,0.0,0.0,0.0,0.0,3.71,3.52,0.0
20230102:1811,0.0,0.0,0.0,0.0,3.49,3.86,0.0
20230102:1911,0.0,0.0,0.0,0.0,3.79,4.07,0.0
20230102:2011,0.0,0.0,0.0,0.0,4.16,4.55,0.0
20230102:2111,0.0,0.0,0.0,0.0,4.81,5.24,0.0
20230102:2211,0.0,0.0,0.0,0.0,5.55,6.07,0.0
20230102:2311,0.0,0.0,0.0,0.0,6.31,6.55,0.0
20230103:0011,0.0,0.0,0.0,0.0,7.14,7.03,0.0
20230103:0111,0.0,0.0,0.0,0.0,7.32,7.86,0.0
20230103:0211,0.0,0.0,0.0,0.0,7.69,8.21,0.0
20230103:0311,0.0,0.0,0.0,0.0,7.95,8.48,0.0
20230103:0411,0.0,0.0,0.0,0.0,8.2,8.62,0.0
20230103:0511,0.0,0.0,0.0,0.0,8.82,7.31,0.0
20230103:0611,0.0,0.0,0.0,0.0,9.33,6.0,0.0
20230103:0711,0.0,0.0,0.0,0.0,9.67,5.79,0.0
20230103:0811,0.0,0.0,0.0,0.0,9.46,5.38,0.0
20230103:0911,8.82,11.71,0.17,2.56,9.32,5.86,0.0
20230103:1011,42.38,60.53,0.88,8.09,9.3,6.07,0.0
20230103:1111,9.36,68.86,1.0,11.88,9.63,6.9,0.0
20230103:1211,0.0,22.38,0.32,13.64,9.94,8.21,0.0
20230103:1311,23.72,87.74,1.3,13.21,10.53,7.72,0.0
20230103:1411,0.0,44.76,0.64,10.62,11.48,6.69,0.0
20230103:1511,13.8,35.28,0.51,6.11,12.04,6.21,0.0
20230103:1611,0.0,0.0,0.0,0.0,12.17,6.21,0.0
20230103:1711,0.0,0.0,0.0,0.0,12.1,6.34,0.0
20230103:1811,0.0,0.0,0.0,0.0,12.02,5.93,0.0
20230103:1911,0.0,0.0,0.0,0.0,12.15,6.9,0.0
20230103:2011,0.0,0.0,0.0,0.0,12.24,7.72,0.0
20230103:2111,0.0,0.0,0.0,0.0,12.42,8.14,0.0
20230103:2211,0.0,0.0,0.0,0.0,12.64,8.21,0.0
20230103:2311,0.0,0.0,0.0,0.0,12.53,8.07,0.0
20230104:0011,0.0,0.0,0.0,0.0,12.28,8.21,0.0
20230104:0111,0.0,0.0,0.0,0.0,12.16,8.28,0.0
20230104:0211,0.0,0.0,0.0,0.0,11.68,8.21,0.0
20230104:0311,0.0,0.0,0.0,0.0,11.16,8.07,0.0
20230104:0411,0.0,0.0,0.0,0.0,10.67,8.0,0.0
20230104:0511,0.0,0.0,0.0,0.0,10.44,8.07,0.0
20230104:0611,0.0,0.0,0.0,0.0,10.47,8.14,0.0
20230104:0711,0.0,0.0,0.0,0.0,10.24,8.14,0.0
20230104:0811,0.0,0.0,0.0,0.0,10.23,8.41,0.0
20230104:0911,17.34,12.22,0.19,2.61,10.14,8.34,0.0
20230104:1011,214.28,83.26,1.38,8.15,10.23,8.28,0.0
20230104:1111,124.16,110.78,1.73,11.96,10.61,8.21,0.0
20230104:1211,90.05,119.3,1.84,13.74,11.13,7.93,0.0
20230104:1311,5.89,71.87,1.05,13.32,11.5,7.93,0.0
20230104:1411,55.73,85.13,1.27,10.75,11.52,7.59,0.0
20230104:1511,36.19,45.03,0.64,6.24,11.38,7.45,0.0
20230104:1611,0.0,0.0,0.0,0.0,11.1,7.45,0.0
20230104:1711,0.0,0.0,0.0,0.0,10.69,7.31,0.0
20230104:1811,0.0,0.0,0.0,0.0,10.48,7.1,0.0
20230104:1911,0.0,0.0,0.0,0.0,10.35,6.62,0.0
20230104:2011,0.0,0.0,0.0,0.0,10.3,6.28,0.0
20230104:2111,0.0,0.0,0.0,0.0,10.01,5.93,0.0
20230104:2211,0.0,0.0,0.0,0.0,10.03,5.66,0.0
20230104:2311,0.0,0.0,0.0,0.0,9.97,5.24,0.0
20230105:0011,0.0,0.0,0.0,0.0,10.01,4.97,0.0
20230105:0111,0.0,0.0,0.0,0.0,9.81,4.62,0.0
20230105:0211,0.0,0.0,0.0,0.0,9.53,4.07,0.0
20230105:0311,0.0,0.0,0.0,0.0,9.28,3.45,0.0
20230105:0411,0.0,0.0,0.0,0.0,9.16,3.24,0.0
20230105:0511,0.0,0.0,0.0,0.0,9.19,3.31,0.0
20230105:0611,0.0,0.0,0.0,0.0,9.32,3.66,0.0
20230105:0711,0.0,0.0,0.0,0.0,10.17,4.62,0.0
20230105:0811,0.0,0.0,0.0,0.0,10.6,5.24,0.0
20230105:0911,0.0,3.73,0.05,2.66,10.62,5.66,0.0
20230105:1011,30.38,57.79,0.84,8.22,10.94,6.28,0.0
20230105:1111,77.15,101.24,1.54,12.05,11.44,7.17,0.0
20230105:1211,31.78,98.0,1.46,13.84,11.77,7.86,0.0
20230105:1311,2.93,67.61,0.98,13.44,11.72,8.41,0.0
20230105:1411,0.0,17.72,0.25,10.88,11.77,8.55,0.0
20230105:1511,0.0,8.39,0.12,6.38,11.87,8.21,0.0
20230105:1611,0.0,0.0,0.0,0.0,11.8,7.66,0.0
20230105:1711,0.0,0.0,0.0,0.0,10.95,7.03,0.0
20230105:1811,0.0,0.0,0.0,0.0,9.83,6.76,0.0
20230105:1911,0.0,0.0,0.0,0.0,8.98,6.28,0.0
20230105:2011,0.0,0.0,0.0,0.0,8.56,6.34,0.0
20230105:2111,0.0,0.0,0.0,0.0,8.23,6.69,0.0
20230105:2211,0.0,0.0,0.0,0.0,7.97,6.83,0.0
20230105:2311,0.0,0.0,0.0,0.0,7.65,6.9,0.0
20230106:0011,0.0,0.0,0.0,0.0,7.47,6.97,0.0
20230106:0111,0.0,0.0,0.0,0.0,7.34,7.03,0.0
20230106:0211,0.0,0.0,0.0,0.0,7.27,6.97,0.0
20230106:0311,0.0,0.0,0.0,0.0,7.2,6.9,0.0
20230106:0411,0.0,0.0,0.0,0.0,7.04,6.69,0.0
20230106:0511,0.0,0.0,0.0,0.0,6.8,6.28,0.0
20230106:0611,0.0,0.0,0.0,0.0,6.58,5.93,0.0
20230106:0711,0.0,0.0,0.0,0.0,6.63,4.76,0.0
20230106:0811,0.0,0.0,0.0,0.0,6.59,4.41,0.0
20230106:0911,41.59,17.05,0.27,2.72,6.64,4.21,0.0
20230106:1011,0.0,25.18,0.36,8.29,7.03,4.14,0.0
20230106:1111,24.53,81.44,1.21,12.14,7.88,4.48,0.0
20230106:1211,28.72,98.3,1.46,13.95,8.6,4.48,0.0
20230106:1311,209.45,133.06,2.25,13.57,9.07,4.14,0.0
20230106:1411,173.92,108.78,1.76,11.01,9.37,5.03,0.0
20230106:1511,8.73,34.19,0.5,6.52,9.51,5.52,0.0
20230106:1611,0.0,0.0,0.0,0.0,9.48,5.79,0.0
20230106:1711,0.0,0.0,0.0,0.0,9.49,6.07,0.0
20230106:1811,0.0,0.0,0.0,0.0,9.7,6.34,0.0
20230106:1911,0.0,0.0,0.0,0.0,10.37,6.9,0.0
20230106:2011,0.0,0.0,0.0,0.0,10.6,7.24,0.0
20230106:2111,0.0,0.0,0.0,0.0,10.47,7.38,0.0
20230106:2211,0.0,0.0,0.0,0.0,10.76,7.45,0.0
20230106:2311,0.0,0.0,0.0,0.0,10.73,7.66,0.0
20230107:0011,0.0,0.0,0.0,0.0,10.66,7.38,0.0
20230107:0111,0.0,0.0,0.0,0.0,10.48,6.0,0.0
20230107:0211,0.0,0.0,0.0,0.0,10.02,4.14,0.0
20230107:0311,0.0,0.0,0.0,0.0,9.35,3.38,0.0
20230107:0411,0.0,0.0,0.0,0.0,8.81,3.03,0.0
20230107:0511,0.0,0.0,0.0,0.0,8.21,2.83,0.0
20230107:0611,0.0,0.0,0.0,0.0,7.84,3.17,0.0
20230107:0711,0.0,0.0,0.0,0.0,8.5,4.21,0.0
20230107:0811,0.0,0.0,0.0,0.0,7.99,4.97,0.0
20230107:0911,32.49,15.28,0.24,2.78,7.59,5.45,0.0
20230107:1011,164.25,83.97,1.31,8.38,7.71,5.93,0.0
20230107:1111,0.0,36.37,0.52,12.24,8.2,6.69,0.0
20230107:1211,371.0,127.3,2.75,14.07,8.72,7.03,0.0
20230107:1311,404.45,120.01,2.77,13.7,8.75,7.17,0.0
20230107:1411,290.36,106.55,2.05,11.16,8.67,7.17,0.0
20230107:1511,77.21,57.78,0.83,6.67,8.47,8.21,0.0
20230107:1611,0.0,0.0,0.0,0.0,8.35,9.03,0.0
20230107:1711,0.0,0.0,0.0,0.0,8.23,8.76,0.0
20230107:1811,0.0,0.0,0.0,0.0,8.14,8.34,0.0
20230107:1911,0.0,0.0,0.0,0.0,8.29,8.0,0.0
20230107:2011,0.0,0.0,0.0,0.0,8.24,7.86,0.0
20230107:2111,0.0,0.0,0.0,0.0,8.24,7.72,0.0
20230107:2211,0.0,0.0,0.0,0.0,8.33,7.93,0.0
20230107:2311,0.0,0.0,0.0,0.0,8.11,7.45,0.0
20230108:0011,0.0,0.0,0.0,0.0,7.85,7.1,0.0
20230108:0111,0.0,0.0,0.0,0.0,7.6,6.9,0.0
20230108:0211,0.0,0.0,0.0,0.0,7.38,6.62,0.0
20230108:0311,0.0,0.0,0.0,0.0,7.11,6.28,0.0
20230108:0411,0.0,0.0,0.0,0.0,6.77,6.0,0.0
20230108:0511,0.0,0.0,0.0,0.0,6.46,6.07,0.0
20230108:0611,0.0,0.0,0.0,0.0,6.31,6.28,0.0
20230108:0711,0.0,0.0,0.0,0.0,6.41,6.07,0.0
20230108:0811,0.0,0.0,0.0,0.0,6.08,6.07,0.0
20230108:0911,7.92,11.65,0.17,2.85,5.87,5.79,0.0
20230108:1011,269.95,85.31,1.57,8.47,5.86,5.45,0.0
20230108:1111,341.85,115.66,2.4,12.35,6.11,4.97,0.0
20230108:1211,11.34,86.99,1.27,14.2,6.56,5.52,0.0
20230108:1311,88.91,119.92,1.85,13.84,6.95,5.93,0.0
20230108:1411,28.44,79.69,1.18,11.31,7.11,5.59,0.0
20230108:1511,8.42,36.97,0.54,6.83,7.11,5.31,0.0
20230108:1611,0.0,0.0,0.0,0.0,7.09,5.03,0.0
20230108:1711,0.0,0.0,0.0,0.0,6.84,4.76,0.0
20230108:1811,0.0,0.0,0.0,0.0,6.51,4.69,0.0
20230108:1911,0.0,0.0,0.0,0.0,6.0,5.17,0.0
20230108:2011,0.0,0.0,0.0,0.0,6.02,5.86,0.0
20230108:2111,0.0,0.0,0.0,0.0,6.05,6.21,0.0
20230108:2211,0.0,0.0,0.0,0.0,5.94,6.28,0.0
20230108:2311,0.0,0.0,0.0,0.0,5.88,6.34,0.0
20230109:0011,0.0,0.0,0.0,0.0,5.96,6.69,0.0
20230109:0111,0.0,0.0,0.0,0.0,6.19,7.1,0.0
20230109:0211,0.0,0.0,0.0,0.0,6.51,7.38,0.0
20230109:0311,0.0,0.0,0.0,0.0,6.64,7.66,0.0
20230109:0411,0.0,0.0,0.0,0.0,6.43,7.52,0.0
20230109:0511,0.0,0.0,0.0,0.0,6.2,7.38,0.0
20230109:0611,0.0,0.0,0.0,0.0,6.07,7.17,0.0
20230109:0711,0.0,0.0,0.0,0.0,5.75,7.17,0.0
20230109:0811,0.0,0.0,0.0,0.0,5.55,7.45,0.0
20230109:0911,46.26,18.51,0.29,2.93,5.46,7.45,0.0
20230109:1011,245.29,86.24,1.53,8.56,5.67,7.59,0.0
20230109:1111,354.36,115.18,2.45,12.47,6.24,7.79,0.0
20230109:1211,354.81,135.11,2.79,14.33,6.8,7.03,0.0
20230109:1311,341.6,132.92,2.69,13.99,7.37,7.93,0.0
20230109:1411,153.3,112.18,1.78,11.47,7.71,9.59,0.0
20230109:1511,119.88,68.6,1.0,6.99,7.88,9.93,0.0
20230109:1611,0.0,0.0,0.0,0.0,7.51,9.03,0.0
20230109:1711,0.0,0.0,0.0,0.0,7.02,8.21,0.0
20230109:1811,0.0,0.0,0.0,0.0,6.75,7.45,0.0
20230109:1911,0.0,0.0,0.0,0.0,6.33,6.28,0.0
20230109:2011,0.0,0.0,0.0,0.0,6.22,5.93,0.0
20230109:2111,0.0,0.0,0.0,0.0,6.12,5.24,0.0
20230109:2211,0.0,0.0,0.0,0.0,5.97,4.48,0.0
20230109:2311,0.0,0.0,0.0,0.0,5.82,4.55,0.0
20230110:0011,0.0,0.0,0.0,0.0,5.81,4.55,0.0
20230110:0111,0.0,0.0,0.0,0.0,5.94,4.83,0.0
20230110:0211,0.0,0.0,0.0,0.0,6.25,5.31,0.0
20230110:0311,0.0,0.0,0.0,0.0,6.41,6.69,0.0
20230110:0411,0.0,0.0,0.0,0.0,6.44,8.0,0.0
20230110:0511,0.0,0.0,0.0,0.0,7.29,8.97,0.0
20230110:0611,0.0,0.0,0.0,0.0,8.3,9.1,0.0
20230110:0711,0.0,0.0,0.0,0.0,9.32,8.07,0.0
20230110:0811,0.0,0.0,0.0,0.0,10.41,6.83,0.0
20230110:0911,0.0,6.53,0.09,3.02,11.41,7.24,0.0
20230110:1011,10.87,49.58,0.72,8.67,12.0,7.66,0.0
20230110:1111,11.92,73.97,1.09,12.59,12.31,7.93,0.0
20230110:1211,5.59,76.45,1.11,14.47,12.58,8.34,0.0
20230110:1311,22.6,94.0,1.39,14.14,12.77,8.83,0.0
20230110:1411,12.39,68.49,1.0,11.63,12.95,9.31,0.0
20230110:1511,77.08,61.54,0.9,7.16,12.9,9.38,0.0
20230110:1611,0.0,0.0,0.0,0.0,12.36,8.97,0.0
20230110:1711,0.0,0.0,0.0,0.0,10.83,8.34,0.0
20230110:1811,0.0,0.0,0.0,0.0,9.64,7.31,0.0
20230110:1911,0.0,0.0,0.0,0.0,9.19,8.14,0.0
20230110:2011,0.0,0.0,0.0,0.0,8.38,7.38,0.0
20230110:2111,0.0,0.0,0.0,0.0,7.89,7.17,0.0
20230110:2211,0.0,0.0,0.0,0.0,7.41,7.03,0.0
20230110:2311,0.0,0.0,0.0,0.0,6.98,7.1,0.0
20230111:0011,0.0,0.0,0.0,0.0,6.65,7.1,0.0
20230111:0111,0.0,0.0,0.0,0.0,6.63,7.17,0.0
20230111:0211,0.0,0.0,0.0,0.0,6.55,7.31,0.0
20230111:0311,0.0,0.0,0.0,0.0,6.5,7.45,0.0
20230111:0411,0.0,0.0,0.0,0.0,6.46,7.38,0.0
20230111:0511,0.0,0.0,0.0,0.0,6.54,7.72,0.0
20230111:0611,0.0,0.0,0.0,0.0,6.67,8.21,0.0
20230111:0711,0.0,0.0,0.0,0.0,6.87,8.0,0.0
20230111:0811,0.0,0.0,0.0,0.0,6.91,7.93,0.0
20230111:0911,50.95,20.02,0.32,3.11,6.8,7.66,0.0
20230111:1011,21.5,57.55,0.84,8.78,6.78,8.07,0.0
20230111:1111,0.0,40.1,0.58,12.72,6.68,8.0,0.0
20230111:1211,255.34,143.62,2.57,14.62,6.56,8.48,0.0
20230111:1311,277.4,138.88,2.57,14.3,6.44,8.83,0.0
20230111:1411,171.6,114.87,1.88,11.8,6.78,8.34,0.0
20230111:1511,187.09,73.7,1.19,7.34,7.02,7.79,0.0
20230111:1611,0.0,0.0,0.0,0.0,6.99,7.38,0.0
20230111:1711,0.0,0.0,0.0,0.0,7.04,7.31,0.0
20230111:1811,0.0,0.0,0.0,0.0,7.04,6.83,0.0
20230111:1911,0.0,0.0,0.0,0.0,7.7,5.86,0.0
20230111:2011,0.0,0.0,0.0,0.0,8.08,6.0,0.0
20230111:2111,0.0,0.0,0.0,0.0,8.64,6.0,0.0
20230111:2211,0.0,0.0,0.0,0.0,9.8,8.48,0.0
20230111:2311,0.0,0.0,0.0,0.0,11.34,10.9,0.0
20230112:0011,0.0,0.0,0.0,0.0,11.44,10.48,0.0
20230112:0111,0.0,0.0,0.0,0.0,11.49,9.1,0.0
20230112:0211,0.0,0.0,0.0,0.0,11.4,7.86,0.0
20230112:0311,0.0,0.0,0.0,0.0,11.1,6.97,0.0
20230112:0411,0.0,0.0,0.0,0.0,10.78,6.55,0.0
20230112:0511,0.0,0.0,0.0,0.0,10.55,6.21,0.0
20230112:0611,0.0,0.0,0.0,0.0,10.74,6.48,0.0
20230112:0711,0.0,0.0,0.0,0.0,10.11,6.21,0.0
20230112:0811,0.0,0.0,0.0,0.0,10.38,7.31,0.0
20230112:0911,98.83,22.49,0.4,3.22,10.08,8.76,0.0
20230112:1011,237.3,88.26,1.57,8.9,9.02,9.31,0.0
20230112:1111,237.45,125.44,2.22,12.86,8.63,9.03,0.0
20230112:1211,366.32,133.03,2.87,14.77,8.72,8.21,0.0
20230112:1311,439.09,120.65,3.01,14.47,8.53,9.79,0.0
20230112:1411,187.97,116.21,1.94,11.98,8.49,9.52,0.0
20230112:1511,222.61,75.27,1.3,7.52,8.1,11.38,0.0
20230112:1611,0.0,0.0,0.0,0.0,7.88,10.76,0.0
20230112:1711,0.0,0.0,0.0,0.0,7.77,10.62,0.0
20230112:1811,0.0,0.0,0.0,0.0,7.51,10.76,0.0
20230112:1911,0.0,0.0,0.0,0.0,7.64,11.24,0.0
20230112:2011,0.0,0.0,0.0,0.0,7.48,11.38,0.0
20230112:2111,0.0,0.0,0.0,0.0,7.39,11.66,0.0
20230112:2211,0.0,0.0,0.0,0.0,7.21,11.31,0.0
20230112:2311,0.0,0.0,0.0,0.0,7.17,11.03,0.0
20230113:0011,0.0,0.0,0.0,0.0,7.19,10.69,0.0
20230113:0111,0.0,0.0,0.0,0.0,7.24,10.41,0.0
20230113:0211,0.0,0.0,0.0,0.0,7.39,10.14,0.0
20230113:0311,0.0,0.0,0.0,0.0,7.42,9.86,0.0
20230113:0411,0.0,0.0,0.0,0.0,7.37,9.59,0.0
20230113:0511,0.0,0.0,0.0,0.0,7.26,9.38,0.0
20230113:0611,0.0,0.0,0.0,0.0,7.24,9.03,0.0
20230113:0711,0.0,0.0,0.0,0.0,7.02,8.55,0.0
20230113:0811,0.0,0.0,0.0,0.0,6.95,8.62,0.0
20230113:0911,61.57,22.07,0.36,3.32,7.02,8.76,0.0
20230113:1011,101.49,82.16,1.25,9.02,7.2,8.9,0.0
20230113:1111,328.41,120.29,2.48,13.0,7.53,8.83,0.0
20230113:1211,385.3,133.46,2.96,14.93,7.91,7.59,0.0
20230113:1311,333.43,137.91,2.79,14.64,8.22,7.1,0.0
20230113:1411,29.99,86.51,1.29,12.16,8.37,6.83,0.0
20230113:1511,49.81,59.26,0.87,7.71,8.25,6.28,0.0
20230113:1611,0.0,0.93,0.01,1.63,7.81,5.31,0.0
20230113:1711,0.0,0.0,0.0,0.0,7.41,4.76,0.0
20230113:1811,0.0,0.0,0.0,0.0,7.16,4.62,0.0
20230113:1911,0.0,0.0,0.0,0.0,7.46,5.1,0.0
20230113:2011,0.0,0.0,0.0,0.0,7.7,6.28,0.0
20230113:2111,0.0,0.0,0.0,0.0,8.25,6.62,0.0
20230113:2211,0.0,0.0,0.0,0.0,8.64,6.69,0.0
20230113:2311,0.0,0.0,0.0,0.0,8.96,6.21,0.0
20230114:0011,0.0,0.0,0.0,0.0,9.32,5.86,0.0
20230114:0111,0.0,0.0,0.0,0.0,9.46,5.52,0.0
20230114:0211,0.0,0.0,0.0,0.0,9.36,4.76,0.0
20230114:0311,0.0,0.0,0.0,0.0,9.14,4.62,0.0
20230114:0411,0.0,0.0,0.0,0.0,8.57,5.52,0.0
20230114:0511,0.0,0.0,0.0,0.0,7.68,6.07,0.0
20230114:0611,0.0,0.0,0.0,0.0,7.02,6.34,0.0
20230114:0711,0.0,0.0,0.0,0.0,6.89,6.69,0.0
20230114:0811,0.0,0.0,0.0,0.0,6.36,6.9,0.0
20230114:0911,99.38,25.26,0.44,3.44,5.91,7.1,0.0
20230114:1011,114.07,84.49,1.3,9.16,5.5,7.66,0.0
20230114:1111,351.41,117.99,2.56,13.15,5.56,7.1,0.0
20230114:1211,412.01,128.02,3.04,15.1,5.93,8.28,0.0
20230114:1311,243.13,144.48,2.57,14.83,6.16,9.03,0.0
20230114:1411,127.53,113.92,1.81,12.35,6.1,9.1,0.0
20230114:1511,176.66,77.24,1.26,7.9,5.91,8.83,0.0
20230114:1611,0.0,2.8,0.04,1.82,5.62,9.31,0.0
20230114:1711,0.0,0.0,0.0,0.0,5.09,9.03,0.0
20230114:1811,0.0,0.0,0.0,0.0,4.68,9.1,0.0
20230114:1911,0.0,0.0,0.0,0.0,4.47,8.97,0.0
20230114:2011,0.0,0.0,0.0,0.0,4.2,9.1,0.0
20230114:2111,0.0,0.0,0.0,0.0,4.14,9.38,0.0
20230114:2211,0.0,0.0,0.0,0.0,4.13,9.24,0.0
20230114:2311,0.0,0.0,0.0,0.0,4.03,8.97,0.0
20230115:0011,0.0,0.0,0.0,0.0,3.83,8.62,0.0
20230115:0111,0.0,0.0,0.0,0.0,3.88,8.48,0.0
20230115:0211,0.0,0.0,0.0,0.0,4.2,8.21,0.0
20230115:0311,0.0,0.0,0.0,0.0,4.48,7.79,0.0
20230115:0411,0.0,0.0,0.0,0.0,4.55,7.52,0.0
20230115:0511,0.0,0.0,0.0,0.0,4.5,7.17,0.0
20230115:0611,0.0,0.0,0.0,0.0,4.32,6.55,0.0
20230115:0711,0.0,0.0,0.0,0.0,4.32,6.76,0.0
20230115:0811,0.0,0.0,0.0,0.0,3.99,6.34,0.0
20230115:0911,109.01,26.03,0.47,3.56,3.77,6.0,0.0
20230115:1011,23.89,62.76,0.92,9.29,3.75,6.0,0.0
20230115:1111,117.02,121.32,1.92,13.31,3.79,5.79,0.0
20230115:1211,37.63,113.34,1.7,15.28,3.82,5.86,0.0
20230115:1311,16.25,98.29,1.45,15.01,3.98,5.93,0.0
20230115:1411,5.87,68.14,0.99,12.55,4.36,4.76,0.0
20230115:1511,51.62,64.67,0.95,8.1,4.87,4.69,0.0
20230115:1611,0.0,0.93,0.01,2.02,4.96,4.07,0.0
20230115:1711,0.0,0.0,0.0,0.0,4.48,3.59,0.0
20230115:1811,0.0,0.0,0.0,0.0,4.0,3.45,0.0
20230115:1911,0.0,0.0,0.0,0.0,3.49,3.03,0.0
20230115:2011,0.0,0.0,0.0,0.0,3.09,3.1,0.0
20230115:2111,0.0,0.0,0.0,0.0,2.75,3.38,0.0
20230115:2211,0.0,0.0,0.0,0.0,2.52,3.86,0.0
20230115:2311,0.0,0.0,0.0,0.0,2.38,4.21,0.0
20230116:0011,0.0,0.0,0.0,0.0,2.35,4.48,0.0
20230116:0111,0.0,0.0,0.0,0.0,2.52,4.76,0.0
20230116:0211,0.0,0.0,0.0,0.0,2.51,4.83,0.0
20230116:0311,0.0,0.0,0.0,0.0,2.5,4.9,0.0
20230116:0411,0.0,0.0,0.0,0.0,2.59,5.17,0.0
20230116:0511,0.0,0.0,0.0,0.0,2.55,5.45,0.0
20230116:0611,0.0,0.0,0.0,0.0,2.32,5.52,0.0
20230116:0711,0.0,0.0,0.0,0.0,1.26,5.52,0.0
20230116:0811,0.0,0.0,0.0,0.0,0.72,5.17,0.0
20230116:0911,49.62,25.64,0.4,3.69,0.25,4.62,0.0
20230116:1011,239.17,95.86,1.7,9.44,0.46,4.07,0.0
20230116:1111,426.92,114.35,2.85,13.47,1.16,3.86,0.0
20230116:1211,437.12,133.11,3.23,15.46,1.97,3.66,0.0
20230116:1311,491.07,121.51,3.34,15.21,2.58,3.52,0.0
20230116:1411,411.7,108.51,2.68,12.75,2.89,3.31,0.0
20230116:1511,104.9,77.18,1.17,8.3,2.89,3.03,0.0
20230116:1611,0.0,0.93,0.01,2.22,2.51,2.76,0.0
20230116:1711,0.0,0.0,0.0,0.0,1.88,2.69,0.0
20230116:1811,0.0,0.0,0.0,0.0,1.45,2.62,0.0
20230116:1911,0.0,0.0,0.0,0.0,1.14,2.97,0.0
20230116:2011,0.0,0.0,0.0,0.0,0.97,3.03,0.0
20230116:2111,0.0,0.0,0.0,0.0,0.84,3.03,0.0
20230116:2211,0.0,0.0,0.0,0.0,0.74,2.97,0.0
20230116:2311,0.0,0.0,0.0,0.0,0.59,2.83,0.0
20230117:0011,0.0,0.0,0.0,0.0,0.5,2.76,0.0
20230117:0111,0.0,0.0,0.0,0.0,0.43,2.9,0.0
20230117:0211,0.0,0.0,0.0,0.0,0.34,2.97,0.0
20230117:0311,0.0,0.0,0.0,0.0,0.21,3.03,0.0
20230117:0411,0.0,0.0,0.0,0.0,0.15,3.17,0.0
20230117:0511,0.0,0.0,0.0,0.0,0.02,3.24,0.0
20230117:0611,0.0,0.0,0.0,0.0,-0.06,3.38,0.0
20230117:0711,0.0,0.0,0.0,0.0,-0.56,3.59,0.0
20230117:0811,0.0,0.0,0.0,0.0,-0.58,3.72,0.0
20230117:0911,89.98,29.74,0.5,3.82,-0.58,3.93,0.0
20230117:1011,232.66,97.18,1.71,9.59,0.03,4.14,0.0
20230117:1111,400.42,118.93,2.81,13.65,1.08,4.34,0.0
