Latitude (decimal degrees):	53.424
Longitude (decimal degrees):	-6.252
Elevation (m):	61
Radiation database:	PVGIS-SARAH3


Slope: 90 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230728:1111,409.39,121.69,78.7,52.27,18.14,4.76,0.0
20230728:1211,233.58,230.61,68.6,55.38,18.36,4.83,0.0
20230728:1311,60.33,220.19,49.2,54.75,18.86,5.31,0.0
20230728:1411,252.05,194.5,67.8,50.59,19.14,5.38,0.0
20230728:1511,31.32,173.32,38.5,43.93,19.37,5.24,0.0
20230728:1611,8.27,127.71,27.2,35.84,19.13,5.31,0.0
20230728:1711,0.0,56.83,11.4,27.07,18.8,4.83,0.0
20230728:1811,0.0,22.07,6.2,18.15,18.37,4.97,0.0
20230728:1911,0.0,11.39,3.2,9.48,17.6,5.1,0.0
20230728:2011,0.0,0.36,0.1,1.39,16.9,5.1,0.0
20230728:2111,0.0,0.0,0.0,0.0,16.34,4.97,0.0
20230728:2211,0.0,0.0,0.0,0.0,15.94,4.97,0.0
20230728:2311,0.0,0.0,0.0,0.0,15.68,4.76,0.0
20230729:0011,0.0,0.0,0.0,0.0,15.44,4.83,0.0
20230729:0111,0.0,0.0,0.0,0.0,14.99,4.83,0.0
20230729:0211,0.0,0.0,0.0,0.0,14.5,4.83,0.0
20230729:0311,0.0,0.0,0.0,0.0,13.96,4.76,0.0
20230729:0411,0.0,0.0,0.0,0.0,13.65,4.9,0.0
20230729:0511,0.0,7.48,2.1,3.73,13.43,5.1,0.0
20230729:0611,0.0,23.14,6.5,12.05,13.62,4.97,0.0
20230729:0711,0.0,35.6,10.0,20.85,14.29,6.14,0.0
20230729:0811,90.37,60.32,46.4,29.77,15.24,7.24,0.0
20230729:0911,236.56,76.1,61.5,38.37,16.19,6.83,0.0
20230729:1011,9.56,153.61,31.9,46.09,17.05,6.9,0.0
20230729:1111,56.95,211.5,47.4,52.05,17.08,6.83,0.0
20230729:1211,342.42,193.7,76.2,55.14,17.83,6.34,0.0
20230729:1311,0.0,120.64,24.2,54.52,18.59,6.28,0.0
20230729:1411,399.81,114.23,77.3,50.37,17.8,6.97,0.0
20230729:1511,218.93,155.3,62.0,43.73,17.99,6.76,0.0
20230729:1611,203.79,60.79,58.6,35.65,18.07,6.48,0.0
20230729:1711,9.76,105.91,27.4,26.89,17.81,6.55,0.0
20230729:1811,0.0,47.7,13.4,17.97,17.43,6.14,0.0
20230729:1911,0.0,22.78,6.4,9.29,17.11,6.21,0.0
20230729:2011,0.0,0.0,0.0,0.0,16.22,6.07,0.0
20230729:2111,0.0,0.0,0.0,0.0,15.48,6.07,0.0
20230729:2211,0.0,0.0,0.0,0.0,14.99,6.07,0.0
20230729:2311,0.0,0.0,0.0,0.0,14.65,6.07,0.0
20230730:0011,0.0,0.0,0.0,0.0,14.42,5.93,0.0
20230730:0111,0.0,0.0,0.0,0.0,14.14,6.0,0.0
20230730:0211,0.0,0.0,0.0,0.0,14.22,6.34,0.0
20230730:0311,0.0,0.0,0.0,0.0,13.96,6.48,0.0
20230730:0411,0.0,0.0,0.0,0.0,13.86,5.93,0.0
20230730:0511,0.0,6.41,1.8,3.54,13.81,5.52,0.0
20230730:0611,0.0,28.48,8.0,11.87,13.96,5.03,0.0
20230730:0711,0.0,48.42,13.6,20.67,14.33,6.28,0.0
20230730:0811,11.71,114.25,26.8,29.59,15.2,6.41,0.0
20230730:0911,0.0,92.22,18.5,38.18,15.79,6.0,0.0
20230730:1011,0.6,115.78,23.3,45.88,16.52,5.38,0.0
20230730:1111,25.4,186.49,39.7,51.83,16.77,5.03,0.0
20230730:1211,26.42,194.33,41.2,54.91,16.3,4.55,0.0
20230730:1311,0.0,77.77,15.6,54.29,15.81,3.52,0.0
20230730:1411,0.0,34.4,6.9,50.15,15.53,3.86,0.0
20230730:1511,0.0,61.32,12.3,43.52,15.74,3.1,0.0
20230730:1611,0.0,38.88,7.8,35.45,16.26,3.1,0.0
20230730:1711,0.32,73.31,14.9,26.7,17.36,3.72,0.0
20230730:1811,0.0,35.6,10.0,17.78,17.29,4.69,0.0
20230730:1911,0.0,4.27,1.2,9.09,16.91,5.93,0.0
20230730:2011,0.0,0.0,0.0,0.0,16.91,5.93,0.0
20230730:2111,0.0,0.0,0.0,0.0,17.03,5.66,0.0
20230730:2211,0.0,0.0,0.0,0.0,17.02,5.31,0.0
20230730:2311,0.0,0.0,0.0,0.0,16.9,5.24,0.0
20230731:0011,0.0,0.0,0.0,0.0,16.63,5.38,0.0
20230731:0111,0.0,0.0,0.0,0.0,16.38,5.52,0.0
20230731:0211,0.0,0.0,0.0,0.0,16.19,5.86,0.0
20230731:0311,0.0,0.0,0.0,0.0,16.03,5.86,0.0
20230731:0411,0.0,0.0,0.0,0.0,15.88,5.79,0.0
20230731:0511,0.0,0.71,0.2,3.34,15.79,5.66,0.0
20230731:0611,0.0,4.63,1.3,11.68,15.75,5.66,0.0
20230731:0711,0.0,20.29,5.7,20.49,15.57,5.24,0.0
20230731:0811,0.0,61.32,12.3,29.4,15.71,5.24,0.0
20230731:0911,27.02,151.26,34.3,37.99,16.08,5.38,0.0
20230731:1011,0.0,67.3,13.5,45.68,16.37,5.52,0.0
20230731:1111,3.38,145.88,29.6,51.6,16.17,5.24,0.0
20230731:1211,244.81,225.93,68.1,54.67,15.82,5.93,0.0
20230731:1311,21.59,187.8,39.5,54.05,15.74,5.72,0.0
20230731:1411,39.52,193.6,42.4,49.93,15.22,6.48,0.0
20230731:1511,71.24,185.84,45.3,43.31,15.68,5.59,0.0
20230731:1611,0.0,54.83,11.0,35.25,17.07,5.59,0.0
20230731:1711,7.98,101.85,25.0,26.5,16.78,6.21,0.0
20230731:1811,0.0,40.23,11.3,17.58,16.58,5.86,0.0
20230731:1911,0.0,20.65,5.8,8.89,16.24,5.38,0.0
20230731:2011,0.0,0.0,0.0,0.0,15.75,5.86,0.0
20230731:2111,0.0,0.0,0.0,0.0,15.32,5.72,0.0
20230731:2211,0.0,0.0,0.0,0.0,14.87,5.59,0.0
20230731:2311,0.0,0.0,0.0,0.0,14.4,5.66,0.0
20230801:0011,0.0,0.0,0.0,0.0,14.1,5.72,0.0
20230801:0111,0.0,0.0,0.0,0.0,13.87,5.66,0.0
20230801:0211,0.0,0.0,0.0,0.0,13.83,5.45,0.0
20230801:0311,0.0,0.0,0.0,0.0,13.66,5.24,0.0
20230801:0411,0.0,0.0,0.0,0.0,13.53,5.1,0.0
20230801:0511,0.0,5.34,1.5,3.15,13.45,5.1,0.0
20230801:0611,0.0,28.12,7.9,11.49,13.64,4.83,0.0
20230801:0711,0.0,40.58,11.4,20.3,14.23,6.21,0.0
20230801:0811,95.76,59.11,45.0,29.21,15.08,5.79,0.0
20230801:0911,204.97,102.03,56.8,37.8,15.96,5.17,0.0
20230801:1011,95.14,197.9,49.4,45.47,16.61,4.34,0.0
20230801:1111,1.36,132.4,26.7,51.37,17.21,3.66,0.0
20230801:1211,1.42,140.9,28.4,54.42,17.85,2.9,0.0
20230801:1311,16.17,180.09,37.5,53.8,17.98,1.93,0.0
20230801:1411,15.3,169.83,35.5,49.69,18.16,2.0,0.0
20230801:1511,0.0,84.74,17.0,43.09,18.06,2.83,0.0
20230801:1611,16.78,134.64,29.9,35.05,17.68,3.52,0.0
20230801:1711,3.99,95.81,21.4,26.3,16.94,3.66,0.0
20230801:1811,0.0,32.04,9.0,17.38,16.39,4.55,0.0
20230801:1911,0.0,7.12,2.0,8.68,16.65,4.41,0.0
20230801:2011,0.0,0.0,0.0,0.0,15.84,4.83,0.0
20230801:2111,0.0,0.0,0.0,0.0,15.11,5.1,0.0
20230801:2211,0.0,0.0,0.0,0.0,14.65,5.45,0.0
20230801:2311,0.0,0.0,0.0,0.0,14.57,5.52,0.0
20230802:0011,0.0,0.0,0.0,0.0,14.52,6.21,0.0
20230802:0111,0.0,0.0,0.0,0.0,14.36,6.62,0.0
20230802:0211,0.0,0.0,0.0,0.0,14.29,6.14,0.0
20230802:0311,0.0,0.0,0.0,0.0,14.34,5.17,0.0
20230802:0411,0.0,0.0,0.0,0.0,14.47,3.59,0.0
20230802:0511,0.0,2.14,0.6,2.94,14.5,1.31,0.0
20230802:0611,0.0,13.17,3.7,11.3,14.65,0.97,0.0
20230802:0711,0.0,21.36,6.0,20.12,14.73,1.93,0.0
20230802:0811,0.0,61.81,12.4,29.02,14.78,3.31,0.0
20230802:0911,0.0,61.32,12.3,37.6,14.89,4.55,0.0
20230802:1011,0.0,78.76,15.8,45.25,14.98,6.14,0.0
20230802:1111,0.0,62.81,12.6,51.14,15.04,6.9,0.0
20230802:1211,0.0,70.29,14.1,54.17,15.28,6.97,0.0
20230802:1311,0.0,57.83,11.6,53.55,15.58,6.62,0.0
20230802:1411,0.0,69.79,14.0,49.45,16.12,6.41,0.0
20230802:1511,0.59,108.79,21.9,42.87,16.26,6.34,0.0
20230802:1611,0.9,96.89,19.6,34.83,16.63,5.38,0.0
20230802:1711,0.0,34.89,7.0,26.09,16.72,5.45,0.0
20230802:1811,0.0,15.31,4.3,17.17,16.27,5.38,0.0
20230802:1911,0.0,3.2,0.9,8.47,16.05,5.17,0.0
20230802:2011,0.0,0.0,0.0,0.0,15.95,4.9,0.0
20230802:2111,0.0,0.0,0.0,0.0,15.73,4.69,0.0
20230802:2211,0.0,0.0,0.0,0.0,15.32,4.69,0.0
20230802:2311,0.0,0.0,0.0,0.0,14.99,4.76,0.0
20230803:0011,0.0,0.0,0.0,0.0,14.66,4.9,0.0
20230803:0111,0.0,0.0,0.0,0.0,14.29,4.9,0.0
20230803:0211,0.0,0.0,0.0,0.0,14.02,4.97,0.0
20230803:0311,0.0,0.0,0.0,0.0,13.82,5.24,0.0
20230803:0411,0.0,0.0,0.0,0.0,13.77,5.45,0.0
20230803:0511,0.0,0.71,0.2,2.74,13.76,5.59,0.0
20230803:0611,0.0,7.48,2.1,11.11,13.95,5.66,0.0
20230803:0711,0.0,37.38,10.5,19.92,13.92,5.45,0.0
20230803:0811,15.81,114.39,27.5,28.83,14.42,5.93,0.0
20230803:0911,0.0,89.73,18.0,37.4,14.95,6.0,0.0
20230803:1011,0.63,110.79,22.3,45.04,15.57,6.41,0.0
20230803:1111,26.43,185.9,39.5,50.9,16.19,6.34,0.0
20230803:1211,51.95,212.45,46.5,53.92,16.49,5.86,0.0
20230803:1311,42.99,204.9,44.4,53.29,16.93,5.86,0.0
20230803:1411,1.36,132.41,26.7,49.21,17.24,5.38,0.0
20230803:1511,302.12,107.21,65.4,42.64,17.54,5.45,0.0
20230803:1611,18.73,135.26,30.2,34.62,17.7,5.45,0.0
20230803:1711,0.19,69.81,14.1,25.88,17.3,5.38,0.0
20230803:1811,0.0,33.82,9.5,16.96,16.8,5.72,0.0
20230803:1911,0.0,19.58,5.5,8.25,15.81,5.79,0.0
20230803:2011,0.0,0.0,0.0,0.0,15.01,6.0,0.0
20230803:2111,0.0,0.0,0.0,0.0,14.41,5.86,0.0
20230803:2211,0.0,0.0,0.0,0.0,13.96,5.86,0.0
20230803:2311,0.0,0.0,0.0,0.0,13.7,5.72,0.0
20230804:0011,0.0,0.0,0.0,0.0,13.28,5.38,0.0
20230804:0111,0.0,0.0,0.0,0.0,12.88,4.83,0.0
20230804:0211,0.0,0.0,0.0,0.0,12.49,4.41,0.0
20230804:0311,0.0,0.0,0.0,0.0,12.19,4.41,0.0
20230804:0411,0.0,0.0,0.0,0.0,11.95,4.48,0.0
20230804:0511,0.0,1.07,0.3,2.53,11.78,4.41,0.0
20230804:0611,0.0,22.78,6.4,10.91,12.02,4.14,0.0
20230804:0711,0.0,33.82,9.5,19.73,12.67,5.03,0.0
20230804:0811,65.71,98.12,39.1,28.64,13.63,5.24,0.0
20230804:0911,214.81,102.72,56.6,37.19,14.7,4.97,0.0
20230804:1011,177.3,192.86,57.4,44.82,15.65,4.41,0.0
20230804:1111,167.27,226.5,59.5,50.66,16.31,4.0,0.0
20230804:1211,78.68,225.46,50.9,53.66,16.84,3.17,0.0
20230804:1311,109.96,231.49,54.6,53.03,16.84,2.21,0.0
20230804:1411,123.56,218.76,54.3,48.96,16.83,1.72,0.0
20230804:1511,66.9,184.0,43.8,42.41,16.93,1.79,0.0
20230804:1611,42.76,146.69,36.2,34.39,16.84,2.0,0.0
20230804:1711,0.0,55.33,11.1,25.67,16.37,2.07,0.0
20230804:1811,0.0,23.5,6.6,16.74,15.87,2.21,0.0
20230804:1911,0.0,4.63,1.3,8.03,15.31,1.66,0.0
20230804:2011,0.0,0.0,0.0,0.0,14.76,1.79,0.0
20230804:2111,0.0,0.0,0.0,0.0,14.16,2.34,0.0
20230804:2211,0.0,0.0,0.0,0.0,13.7,2.76,0.0
20230804:2311,0.0,0.0,0.0,0.0,13.31,3.45,0.0
20230805:0011,0.0,0.0,0.0,0.0,13.04,4.41,0.0
20230805:0111,0.0,0.0,0.0,0.0,12.69,5.38,0.0
20230805:0211,0.0,0.0,0.0,0.0,12.48,6.14,0.0
20230805:0311,0.0,0.0,0.0,0.0,12.47,6.76,0.0
20230805:0411,0.0,0.0,0.0,0.0,12.6,7.45,0.0
20230805:0511,0.0,0.36,0.1,2.33,12.66,7.79,0.0
20230805:0611,0.0,16.38,4.6,10.71,12.53,8.62,0.0
20230805:0711,0.0,33.46,9.4,19.54,12.55,9.24,0.0
20230805:0811,16.44,113.14,27.1,28.44,12.45,7.72,0.0
20230805:0911,14.34,136.03,29.2,36.99,12.49,6.69,0.0
20230805:1011,120.51,197.47,51.2,44.59,12.69,6.07,0.0
20230805:1111,83.09,214.86,49.5,50.41,13.35,6.07,0.0
20230805:1211,129.48,235.03,56.6,53.39,13.74,6.0,0.0
20230805:1311,0.0,76.77,15.4,52.76,15.23,5.86,0.0
20230805:1411,29.83,183.01,39.2,48.71,16.17,5.79,0.0
20230805:1511,129.95,184.95,51.1,42.17,16.68,5.86,0.0
20230805:1611,112.07,132.61,45.6,34.17,16.83,5.45,0.0
20230805:1711,13.88,100.67,26.5,25.44,16.06,5.38,0.0
20230805:1811,0.0,41.3,11.6,16.52,15.01,5.1,0.0
20230805:1911,0.0,3.92,1.1,7.8,14.33,3.66,0.0
20230805:2011,0.0,0.0,0.0,0.0,13.99,3.52,0.0
20230805:2111,0.0,0.0,0.0,0.0,13.57,3.45,0.0
20230805:2211,0.0,0.0,0.0,0.0,13.23,3.45,0.0
20230805:2311,0.0,0.0,0.0,0.0,13.0,3.66,0.0
20230806:0011,0.0,0.0,0.0,0.0,12.68,3.72,0.0
20230806:0111,0.0,0.0,0.0,0.0,12.48,3.79,0.0
20230806:0211,0.0,0.0,0.0,0.0,12.06,3.86,0.0
20230806:0311,0.0,0.0,0.0,0.0,11.85,3.72,0.0
20230806:0411,0.0,0.0,0.0,0.0,11.63,3.59,0.0
20230806:0511,0.0,3.2,0.9,2.11,11.54,3.45,0.0
20230806:0611,0.0,21.72,6.1,10.51,11.68,3.31,0.0
20230806:0711,0.0,38.45,10.8,19.34,12.68,3.72,0.0
20230806:0811,75.85,91.8,39.6,28.24,13.47,4.0,0.0
20230806:0911,248.34,82.59,58.2,36.78,14.55,3.66,0.0
20230806:1011,283.38,152.28,64.4,44.37,15.51,3.45,0.0
20230806:1111,124.18,224.07,54.5,50.16,16.57,3.31,0.0
20230806:1211,384.16,181.73,75.4,53.12,17.39,3.38,0.0
20230806:1311,362.35,187.68,73.9,52.49,17.83,3.38,0.0
20230806:1411,58.91,202.27,45.2,48.44,18.15,3.17,0.0
20230806:1511,112.91,187.55,49.2,41.92,18.14,3.03,0.0
20230806:1611,84.21,143.18,42.0,33.93,17.97,3.03,0.0
20230806:1711,8.92,98.39,23.6,25.21,17.9,3.17,0.0
20230806:1811,0.0,16.02,4.5,16.29,17.58,3.1,0.0
20230806:1911,0.0,10.32,2.9,7.57,16.31,2.76,0.0
20230806:2011,0.0,0.0,0.0,0.0,15.71,2.76,0.0
20230806:2111,0.0,0.0,0.0,0.0,15.01,2.9,0.0
20230806:2211,0.0,0.0,0.0,0.0,14.39,3.03,0.0
20230806:2311,0.0,0.0,0.0,0.0,13.84,3.03,0.0
20230807:0011,0.0,0.0,0.0,0.0,13.33,3.17,0.0
20230807:0111,0.0,0.0,0.0,0.0,12.88,3.38,0.0
20230807:0211,0.0,0.0,0.0,0.0,12.39,3.1,0.0
20230807:0311,0.0,0.0,0.0,0.0,11.92,2.83,0.0
20230807:0411,0.0,0.0,0.0,0.0,11.54,2.83,0.0
20230807:0511,0.0,0.36,0.1,1.9,11.27,2.69,0.0
20230807:0611,0.0,13.88,3.9,10.3,11.56,2.62,0.0
20230807:0711,0.0,48.06,13.5,19.14,12.66,2.76,0.0
20230807:0811,31.52,115.23,31.0,28.04,13.64,2.9,0.0
20230807:0911,69.7,160.12,40.8,36.57,14.74,3.52,0.0
20230807:1011,89.67,196.2,47.3,44.14,15.51,3.38,0.0
20230807:1111,14.51,169.64,35.2,49.91,16.24,3.24,0.0
20230807:1211,181.65,238.77,61.3,52.85,16.71,3.38,0.0
20230807:1311,76.04,220.1,49.4,52.22,16.88,3.31,0.0
20230807:1411,46.8,194.74,42.7,48.18,17.05,3.31,0.0
20230807:1511,47.39,175.71,39.8,41.67,17.22,3.1,0.0
20230807:1611,194.44,83.51,52.6,33.69,17.3,2.76,0.0
20230807:1711,13.69,99.33,25.6,24.98,17.06,2.69,0.0
20230807:1811,0.0,34.89,9.8,16.06,16.75,2.55,0.0
20230807:1911,0.0,6.76,1.9,7.33,16.39,2.34,0.0
20230807:2011,0.0,0.0,0.0,0.0,15.9,2.21,0.0
20230807:2111,0.0,0.0,0.0,0.0,15.4,2.0,0.0
20230807:2211,0.0,0.0,0.0,0.0,14.72,1.79,0.0
20230807:2311,0.0,0.0,0.0,0.0,14.07,1.59,0.0
20230808:0011,0.0,0.0,0.0,0.0,13.66,1.38,0.0
20230808:0111,0.0,0.0,0.0,0.0,12.99,1.38,0.0
20230808:0211,0.0,0.0,0.0,0.0,12.73,1.1,0.0
20230808:0311,0.0,0.0,0.0,0.0,13.24,0.69,0.0
20230808:0411,0.0,0.0,0.0,0.0,13.42,0.62,0.0
20230808:0511,0.0,2.49,0.7,1.69,12.28,1.1,0.0
20230808:0611,0.0,20.65,5.8,10.1,12.59,1.24,0.0
20230808:0711,0.0,44.5,12.5,18.94,14.04,1.17,0.0
20230808:0811,56.98,105.37,35.4,27.84,14.78,1.52,0.0
20230808:0911,64.74,157.79,39.5,36.35,15.54,1.66,0.0
20230808:1011,14.13,153.52,32.1,43.9,16.2,1.59,0.0
20230808:1111,0.0,74.28,14.9,49.65,16.46,1.31,0.0
20230808:1211,3.79,147.49,29.9,52.57,16.5,1.38,0.0
20230808:1311,133.32,231.05,55.7,51.93,16.92,1.31,0.0
20230808:1411,22.94,173.78,36.7,47.91,16.95,1.24,0.0
20230808:1511,30.73,163.78,35.8,41.42,16.96,0.69,0.0
20230808:1611,122.14,128.59,45.3,33.45,17.05,0.69,0.0
20230808:1711,42.43,79.76,33.6,24.74,16.97,0.83,0.0
20230808:1811,0.0,27.06,7.6,15.82,16.9,0.76,0.0
20230808:1911,0.0,14.95,4.2,7.09,16.63,1.03,0.0
20230808:2011,0.0,0.0,0.0,0.0,16.13,1.66,0.0
20230808:2111,0.0,0.0,0.0,0.0,15.61,1.93,0.0
20230808:2211,0.0,0.0,0.0,0.0,15.15,2.21,0.0
20230808:2311,0.0,0.0,0.0,0.0,14.76,2.21,0.0
20230809:0011,0.0,0.0,0.0,0.0,14.47,2.34,0.0
20230809:0111,0.0,0.0,0.0,0.0,14.21,2.34,0.0
20230809:0211,0.0,0.0,0.0,0.0,13.99,2.21,0.0
20230809:0311,0.0,0.0,0.0,0.0,13.81,1.86,0.0
20230809:0411,0.0,0.0,0.0,0.0,13.67,1.52,0.0
20230809:0511,0.0,0.36,0.1,1.47,13.54,1.45,0.0
20230809:0611,0.0,21.0,5.9,9.89,13.95,1.66,0.0
20230809:0711,0.0,44.86,12.6,18.74,15.28,2.48,0.0
20230809:0811,5.34,94.92,20.3,27.63,16.22,2.62,0.0
20230809:0911,82.3,154.62,41.0,36.14,16.91,2.69,0.0
20230809:1011,29.3,165.7,35.8,43.67,17.7,3.1,0.0
20230809:1111,76.4,206.51,46.9,49.39,18.42,2.97,0.0
20230809:1211,32.18,190.71,40.5,52.29,18.98,2.69,0.0
20230809:1311,1.52,135.44,27.3,51.65,19.7,2.34,0.0
20230809:1411,0.0,97.71,19.6,47.63,20.6,2.0,0.0
20230809:1511,29.84,159.88,34.9,41.16,21.2,2.14,0.0
20230809:1611,44.15,138.46,34.0,33.2,21.17,2.28,0.0
20230809:1711,5.96,89.9,20.3,24.5,20.84,2.48,0.0
20230809:1811,0.0,29.55,8.3,15.58,20.59,2.62,0.0
20230809:1911,0.0,10.68,3.0,6.84,20.06,2.83,0.0
20230809:2011,0.0,0.0,0.0,0.0,19.41,2.83,0.0
20230809:2111,0.0,0.0,0.0,0.0,18.69,2.9,0.0
20230809:2211,0.0,0.0,0.0,0.0,18.26,2.9,0.0
20230809:2311,0.0,0.0,0.0,0.0,17.72,2.97,0.0
20230810:0011,0.0,0.0,0.0,0.0,17.32,3.17,0.0
20230810:0111,0.0,0.0,0.0,0.0,16.85,3.24,0.0
20230810:0211,0.0,0.0,0.0,0.0,16.74,3.17,0.0
20230810:0311,0.0,0.0,0.0,0.0,16.57,3.31,0.0
20230810:0411,0.0,0.0,0.0,0.0,16.51,3.59,0.0
20230810:0511,0.0,0.0,0.0,0.0,16.52,3.72,0.0
20230810:0611,0.0,16.73,4.7,9.68,16.8,3.66,0.0
20230810:0711,0.0,40.23,11.3,18.53,17.36,4.14,0.0
20230810:0811,9.16,100.91,22.3,27.42,18.26,5.24,0.0
20230810:0911,79.68,155.91,40.6,35.92,18.84,5.66,0.0
20230810:1011,11.74,146.26,30.4,43.43,19.03,5.79,0.0
20230810:1111,465.06,107.33,75.3,49.13,19.23,6.14,0.0
20230810:1211,130.86,229.26,54.7,52.01,19.57,6.62,0.0
20230810:1311,485.33,117.61,77.5,51.36,19.87,6.28,0.0
20230810:1411,76.27,202.08,46.1,47.35,19.91,6.28,0.0
20230810:1511,105.84,181.83,46.4,40.89,20.29,6.55,0.0
20230810:1611,54.26,140.78,35.7,32.94,20.31,6.9,0.0
20230810:1711,2.23,79.17,16.7,24.25,19.69,6.28,0.0
20230810:1811,0.0,22.07,6.2,15.33,19.0,5.52,0.0
20230810:1911,0.0,2.14,0.6,6.58,18.47,5.59,0.0
20230810:2011,0.0,0.0,0.0,0.0,17.67,5.79,0.0
20230810:2111,0.0,0.0,0.0,0.0,17.34,6.0,0.0
20230810:2211,0.0,0.0,0.0,0.0,17.26,5.52,0.0
20230810:2311,0.0,0.0,0.0,0.0,17.42,4.9,0.0
20230811:0011,0.0,0.0,0.0,0.0,17.55,4.69,0.0
20230811:0111,0.0,0.0,0.0,0.0,17.34,4.69,0.0
20230811:0211,0.0,0.0,0.0,0.0,16.59,4.34,0.0
20230811:0311,0.0,0.0,0.0,0.0,16.07,3.93,0.0
20230811:0411,0.0,0.0,0.0,0.0,15.59,3.86,0.0
20230811:0511,0.0,0.0,0.0,0.0,15.28,3.86,0.0
20230811:0611,0.0,17.8,5.0,9.47,15.29,4.07,0.0
20230811:0711,0.0,48.42,13.6,18.32,16.0,5.1,0.0
20230811:0811,113.28,67.13,41.4,27.21,16.95,5.93,0.0
20230811:0911,278.43,74.18,57.9,35.7,17.83,5.66,0.0
20230811:1011,390.32,97.68,68.4,43.19,18.58,6.0,0.0
20230811:1111,223.8,218.73,61.5,48.86,19.45,6.62,0.0
20230811:1211,341.2,205.58,70.8,51.72,19.58,6.62,0.0
20230811:1311,13.99,169.46,35.0,51.06,19.9,6.83,0.0
20230811:1411,320.45,177.68,66.9,47.07,20.14,6.97,0.0
20230811:1511,125.93,184.48,48.7,40.62,20.09,7.03,0.0
20230811:1611,138.91,122.88,45.7,32.68,19.67,6.83,0.0
20230811:1711,34.92,88.98,30.3,23.99,19.3,6.83,0.0
20230811:1811,0.0,27.06,7.6,15.07,18.81,6.41,0.0
20230811:1911,0.0,14.95,4.2,6.33,17.99,6.83,0.0
20230811:2011,0.0,0.0,0.0,0.0,17.44,6.69,0.0
20230811:2111,0.0,0.0,0.0,0.0,16.99,6.48,0.0
20230811:2211,0.0,0.0,0.0,0.0,16.7,6.48,0.0
20230811:2311,0.0,0.0,0.0,0.0,16.52,6.62,0.0
20230812:0011,0.0,0.0,0.0,0.0,16.31,6.62,0.0
20230812:0111,0.0,0.0,0.0,0.0,16.22,6.69,0.0
20230812:0211,0.0,0.0,0.0,0.0,16.13,6.69,0.0
20230812:0311,0.0,0.0,0.0,0.0,16.23,6.62,0.0
20230812:0411,0.0,0.0,0.0,0.0,16.19,6.48,0.0
20230812:0511,0.0,0.0,0.0,0.0,16.01,6.34,0.0
20230812:0611,0.0,22.07,6.2,9.26,15.88,6.21,0.0
20230812:0711,0.0,28.84,8.1,18.11,16.23,6.21,0.0
20230812:0811,61.47,103.98,34.1,27.0,16.58,5.52,0.0
20230812:0911,275.55,75.47,56.7,35.47,17.39,5.93,0.0
20230812:1011,401.93,90.81,68.3,42.94,18.34,5.86,0.0
20230812:1111,0.0,75.27,15.1,48.59,19.0,6.07,0.0
20230812:1211,366.24,193.05,71.3,51.43,19.32,5.93,0.0
20230812:1311,33.0,189.09,40.1,50.76,19.88,5.86,0.0
20230812:1411,6.75,143.81,29.4,46.77,19.67,6.14,0.0
20230812:1511,316.76,110.8,61.7,40.34,18.98,6.62,0.0
20230812:1611,30.55,133.42,30.7,32.42,19.16,6.28,0.0
20230812:1711,21.31,94.13,26.0,23.73,19.18,6.0,0.0
20230812:1811,0.0,33.46,9.4,14.81,18.68,5.24,0.0
20230812:1911,0.0,12.46,3.5,6.06,17.98,5.24,0.0
20230812:2011,0.0,0.0,0.0,0.0,17.24,4.97,0.0
20230812:2111,0.0,0.0,0.0,0.0,16.68,4.83,0.0
20230812:2211,0.0,0.0,0.0,0.0,16.19,4.69,0.0
20230812:2311,0.0,0.0,0.0,0.0,15.72,4.62,0.0
20230813:0011,0.0,0.0,0.0,0.0,15.39,4.55,0.0
20230813:0111,0.0,0.0,0.0,0.0,15.19,4.48,0.0
20230813:0211,0.0,0.0,0.0,0.0,14.97,4.48,0.0
20230813:0311,0.0,0.0,0.0,0.0,14.78,4.34,0.0
20230813:0411,0.0,0.0,0.0,0.0,14.62,4.14,0.0
20230813:0511,0.0,0.0,0.0,0.0,14.5,4.21,0.0
20230813:0611,0.0,16.73,4.7,9.04,14.45,4.34,0.0
20230813:0711,0.0,40.58,11.4,17.9,14.88,4.83,0.0
20230813:0811,97.41,84.52,38.5,26.78,15.29,5.17,0.0
20230813:0911,102.2,156.51,42.6,35.24,16.17,5.45,0.0
20230813:1011,131.48,195.81,49.8,42.69,17.05,5.24,0.0
20230813:1111,57.45,199.9,43.8,48.32,17.79,4.97,0.0
20230813:1211,522.98,115.2,79.1,51.13,18.29,4.76,0.0
20230813:1311,437.71,158.1,74.6,50.46,18.46,4.9,0.0
20230813:1411,422.16,126.1,71.3,46.48,18.79,5.24,0.0
20230813:1511,180.08,175.62,52.6,40.06,18.67,4.83,0.0
20230813:1611,115.71,132.6,42.5,32.15,18.89,4.07,0.0
20230813:1711,11.33,92.25,22.1,23.47,18.69,3.72,0.0
20230813:1811,0.0,32.4,9.1,14.55,18.3,3.38,0.0
20230813:1911,0.0,3.2,0.9,5.79,17.57,3.52,0.0
20230813:2011,0.0,0.0,0.0,0.0,16.97,2.97,0.0
20230813:2111,0.0,0.0,0.0,0.0,16.37,2.48,0.0
20230813:2211,0.0,0.0,0.0,0.0,15.84,2.28,0.0
